new_who_as_id,file_name,old_who,new_who,old_parliamentary_group,new_parliamentary_group,old_role,new_role,old_position,new_position,additional_whitespace,changed_name,changed_parliamentary_group,changed_role,changed_position,substatial_modification
Gerstenmaier,BT_02_111.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_112.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_113.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_114.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_115.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_116.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_117.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_118.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_120.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_121.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_122.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_124.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_126.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_128.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_129.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_130.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Rasner,BT_02_130.xml,Rasner . ,Rasner,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Lemmer,BT_02_131.xml,Lermer ,Lemmer,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_131.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_132.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_133.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_134.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Arndgen,BT_02_135.xml,Arndgen ,Arndgen,CSU/CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schellenberg,BT_02_136.xml,Schellenberg ,Schellenberg,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Stegner,BT_02_136.xml,Stegner ,Stegner,fraktionslos,Fraktionslos,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
﻿Weber (Essen),BT_02_136.xml,Weber (Aachen) ,﻿Weber (Essen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmid,BT_02_136.xml,Schmidt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_137.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Becker (Hamburg),BT_02_141.xml,Decker (Hamburg) ,Becker (Hamburg),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_144.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmid,BT_02_144.xml,Schmidt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmid,BT_02_145.xml,Schmidt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_146.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_147.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Graf,BT_02_148.xml,Graf (München) ,Graf,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_148.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_150.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kühn (Köln),BT_02_150.xml,Kuhn (Köln) ,Kühn (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_151.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Bergmeyer,BT_02_151.xml,Bergmeyer ,Bergmeyer,CDU / CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_152.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_153.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmid,BT_02_154.xml,Schmitt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_155.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_156.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_157.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Berendsen,BT_02_157.xml,I Berendsen ,Berendsen,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_158.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_159.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
﻿Weber (Essen),BT_02_159.xml,Weber (Aachen) ,﻿Weber (Essen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_160.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_161.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_162.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_163.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Graf,BT_02_163.xml,Graf (München) ,Graf,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_164.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_165.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_166.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Graf,BT_02_166.xml,Graf (München) ,Graf,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_167.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Majonica,BT_02_169.xml,Majonica ,Majonica,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Welter (Aachen),BT_02_169.xml,Weiter (Aachen) ,Welter (Aachen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_176.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Rasner,BT_02_176.xml,Rasner ,Rasner,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_177.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_178.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_179.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_180.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_181.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_182.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller (Bonn),BT_02_183.xml,Miller (Bonn) ,Müller (Bonn),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_183.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_184.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_185.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_186.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_187.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller (Bonn),BT_02_187.xml,Miller (Bonn) ,Müller (Bonn),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_188.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_189.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_190.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_191.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_192.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_193.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_194.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Lemmer,BT_02_195.xml,Lermer ,Lemmer,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_196.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Graf,BT_02_196.xml,Graf (München) ,Graf,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_197.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Körner,BT_02_197.xml,Körner ,Körner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_197.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_198.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kalinke,BT_02_198.xml,Kalinke ,Kalinke,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kalinke,BT_02_198.xml,Kalinke ,Kalinke,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_199.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_199.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_199.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_200.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Elbrächter,BT_02_200.xml,Elbrächter ,Elbrächter,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_201.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_201.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Graf,BT_02_201.xml,Graf (München) ,Graf,DP[FVP],DP/FVP,-,-,-,-,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Platner,BT_02_201.xml,Platner ,Platner,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Platner,BT_02_201.xml,Platner ,Platner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_202.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_202.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_203.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_204.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_204.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Platner,BT_02_204.xml,Platner ,Platner,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_204.xml,Berg ,Berg,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Platner,BT_02_204.xml,Platner ,Platner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Hübner,BT_02_204.xml,Hübner ,Hübner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kalinke,BT_02_204.xml,Kalinke ,Kalinke,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_205.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_205.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_206.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Körner,BT_02_206.xml,Körner ,Körner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
﻿Weber (Essen),BT_02_206.xml,Weber (Aachen) ,﻿Weber (Essen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kalinke,BT_02_206.xml,Kalinke ,Kalinke,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_207.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Graf,BT_02_207.xml,Graf (München) ,Graf,DP[FVP],DP/FVP,-,-,-,-,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_207.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Elbrächter,BT_02_208.xml,Elbrächter ,Elbrächter,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Euler,BT_02_208.xml,Euler ,Euler,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Preiß,BT_02_208.xml,Preiß ,Preiß,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schild (Düsseldorf),BT_02_208.xml,Schild (Düsseldorf) ,Schild (Düsseldorf),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_209.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Erler,BT_02_209.xml,Frier ,Erler,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_209.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_209.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_209.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_210.xml,Berg ,Berg,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_210.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Walter,BT_02_210.xml,Walter ,Walter,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_210.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Blank (Oberhausen),BT_02_210.xml,Blank (Oberhausen) ,Blank (Oberhausen),DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Blank (Oberhausen),BT_02_210.xml,Blank (Oberhausen) ,Blank (Oberhausen),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Fassbender,BT_02_211.xml,Fassbender ,Fassbender,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Lahr,BT_02_211.xml,Lahr ,Lahr,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_211.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kalinke,BT_02_212.xml,Kalinke ,Kalinke,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_212.xml,Berg ,Berg,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kalinke,BT_02_212.xml,Kalinke ,Kalinke,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_02_212.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kailinke,BT_02_212.xml,Kailinke ,Kailinke,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Blank (Oberhausen),BT_02_213.xml,Blank (Oberhausen) ,Blank (Oberhausen),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Graf,BT_02_213.xml,Graf (München) ,Graf,DP [FVP],DP/FVP,-,-,-,-,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Schild (Düsseldorf),BT_02_213.xml,Schild (Düsseldorf) ,Schild (Düsseldorf),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Fassbender,BT_02_213.xml,Fassbender ,Fassbender,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_214.xml,Berg ,Berg,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Elbrächter,BT_02_214.xml,Elbrächter ,Elbrächter,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schneider (Bremerhaven),BT_02_215.xml,Schneider (Bremerhaven) ,Schneider (Bremerhaven),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_215.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_215.xml,Berg ,Berg,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schild (Düsseldorf),BT_02_215.xml,Schild (Düsseldorf) ,Schild (Düsseldorf),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Eickhoff,BT_02_215.xml,Eickhoff ,Eickhoff,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Seuffert,BT_02_215.xml,Seuffert ,Seuffert,FDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Platner,BT_02_216.xml,Platner ,Platner,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schranz,BT_02_216.xml,Schranz ,Schranz,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schranz,BT_02_216.xml,Schranz ,Schranz,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kalinke,BT_02_216.xml,Kalinke ,Kalinke,DP[FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kalinke,BT_02_216.xml,Kalinke ,Kalinke,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berg,BT_02_216.xml,Berg ,Berg,DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_216.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
von Manteuffel (Neuß),BT_02_217.xml,von Manteuffel (Neuß) ,von Manteuffel (Neuß),DP [FVP],DP/FVP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
